movieId_x,title,genres,movieId_y,release_date,overview,popularity,vote_average,vote_count,tmdb_id,cast,director,content_raw,content
55,Georgia (1995),Drama,55.0,5/19/1995,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession  coupled with her self-destructive tendencies and rampant drug abuse  that keeps her spiraling down the drain.",3.1571,5.818,44.0,97406.0,"Jennifer Jason Leigh, Mare Winningham, Ted Levine",Ulu Grosbard,"Georgia (1995) Drama Jennifer_Jason_Leigh Mare_Winningham Ted_Levine Ulu_Grosbard Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession  coupled with her self-destructive tendencies and rampant drug abuse  that keeps her spiraling down the drain.",georgia 1995 drama jennifer_jason_leigh mare_winningham ted_levine ulu_grosbard sadie look older sister georgia successful folk singer unfortunately obsession coupled self destructive tendency rampant drug abuse keep spiraling drain
57,Home for the Holidays (1995),Drama,57.0,12/18/2017,"""Home for the Holidays"" is the third stand-alone two hour Christmas special of the ""Murdoch Mysteries"" that first aired on December 18, 2017 on CBC, followed by a second airing on December 25, 2017 in Canada.  Murdoch and Ogden travel to Victoria, B.C. to visit Murdochs brother, RCMP officer Jasper Linney. There, they investigate a murder connected to an archaeologist Megan Byrne who has uncovered an ancient Indigenous settlement, leading to a trek through the rugged beauty of British Columbia and encounters with the Songhees and Haida nations.  Meanwhile, the Brackenreids are offered a surefire investment opportunity that may not be all it seems. At the Station House, Crabtree and Higgins prepare for a ski-chalet holiday in Vermont with their girlfriends Nina and Ruth, but learn it may be more dangerous than expected.",0.8787,8.571,7.0,555303.0,"Yannick Bisson, Helene Joy, Thomas Craig",Gary Harvey,"Home for the Holidays (1995) Drama Yannick_Bisson Helene_Joy Thomas_Craig Gary_Harvey ""Home for the Holidays"" is the third stand-alone two hour Christmas special of the ""Murdoch Mysteries"" that first aired on December 18, 2017 on CBC, followed by a second airing on December 25, 2017 in Canada.  Murdoch and Ogden travel to Victoria, B.C. to visit Murdochs brother, RCMP officer Jasper Linney. There, they investigate a murder connected to an archaeologist Megan Byrne who has uncovered an ancient Indigenous settlement, leading to a trek through the rugged beauty of British Columbia and encounters with the Songhees and Haida nations.  Meanwhile, the Brackenreids are offered a surefire investment opportunity that may not be all it seems. At the Station House, Crabtree and Higgins prepare for a ski-chalet holiday in Vermont with their girlfriends Nina and Ruth, but learn it may be more dangerous than expected.",home holiday 1995 drama yannick_bisson helene_joy thomas_craig gary_harvey home holiday third stand alone two hour christmas special murdoch mystery first aired december 2017 cbc followed second airing december 2017 canada murdoch ogden travel victoria visit murdoch brother rcmp officer jasper linney investigate murder connected archaeologist megan byrne uncovered ancient indigenous settlement leading trek rugged beauty british columbia encounter songhees haida nation meanwhile brackenreids offered surefire investment opportunity may seems station house crabtree higgins prepare ski chalet holiday vermont girlfriend nina ruth learn may dangerous expected
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,58.0,10/15/2019,A happy go lucky postman stumbles upon an empty house.,0.1617,8.0,1.0,775180.0,Kevin Berro,Rebecca Li,"Postman, The (Postino, Il) (1994) Comedy Drama Romance Kevin_Berro Rebecca_Li A happy go lucky postman stumbles upon an empty house.",postman postino 1994 comedy drama romance kevin_berro rebecca_li happy lucky postman stumble upon empty house
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,58.0,10/15/2019,A happy go lucky postman stumbles upon an empty house.,0.1617,8.0,1.0,775180.0,Kevin Berro,Rebecca Li,"Postman, The (Postino, Il) (1994) Comedy Drama Romance Kevin_Berro Rebecca_Li A happy go lucky postman stumbles upon an empty house.",postman postino 1994 comedy drama romance kevin_berro rebecca_li happy lucky postman stumble upon empty house
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,60.0,7/14/1995,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,1.7725,6.464,650.0,11359.0,"Hal Scardino, Litefoot, Lindsay Crouse",Frank Oz,"Indian in the Cupboard, The (1995) Adventure Children Fantasy Hal_Scardino Litefoot Lindsay_Crouse Frank_Oz A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.",indian cupboard 1995 adventure child fantasy hal_scardino litefoot lindsay_crouse frank_oz nine year old boy get plastic indian cupboard birthday find involved adventure indian come life befriends
61,Eye for an Eye (1996),Drama|Thriller,61.0,8/30/2019,"Mario, an exemplary man, lives in a village on the Galician coast. In the old peoples home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio Padín, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, Padín's two sons, Kike and Toño, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. Toño will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",2.5204,6.676,315.0,574376.0,"Luis Tosar, María Vázquez, Ismael Martínez",Paco Plaza,"Eye for an Eye (1996) Drama Thriller Luis_Tosar María_Vázquez Ismael_Martínez Paco_Plaza Mario, an exemplary man, lives in a village on the Galician coast. In the old peoples home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio Padín, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, Padín's two sons, Kike and Toño, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. Toño will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",eye eye 1996 drama thriller luis_tosar mar a_v zquez ismael_mart nez paco_plaza mario exemplary man life village galician coast old people home work nurse everyone appreciates best known narco area antonio pad recently released prison enters residence mario try make antonio feel home pad two son kike charge family business failure operation put kike jail cause owe large debt colombian supplier turn nurse try convince father assume debt mario plan
62,Mr. Holland's Opus (1995),Drama,62.0,12/29/1995,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",2.1412,6.959,431.0,2054.0,"Richard Dreyfuss, Glenne Headly, Jay Thomas",Stephen Herek,"Mr. Holland's Opus (1995) Drama Richard_Dreyfuss Glenne_Headly Jay_Thomas Stephen_Herek In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",holland opus 1995 drama richard_dreyfuss glenne_headly jay_thomas stephen_herek 1965 passionate musician glenn holland take day job high school music teacher convinced small obstacle road true calling writing historic opus decade roll composition unwritten generation student inspired teaching holland must redefine life purpose
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,63.0,1/12/1996,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",7.231,7.0,1398.0,10607.0,"Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones",Paris Barclay,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) Comedy Crime Shawn_Wayans Marlon_Wayans Tracey_Cherelle_Jones Paris_Barclay When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",menace south central drinking juice hood 1996 comedy crime shawn_wayans marlon_wayans tracey_cherelle_jones paris_barclay ashtray move south central live father appears age grandmother like talk tough smoke reefer fall gang banging cousin loc dog along requisite pistol uzi carry thermo nuclear warhead self defense ashtray able keep living straight life
64,Two if by Sea (1996),Comedy|Romance,64.0,1/12/1996,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",1.2662,4.969,96.0,19760.0,"Sandra Bullock, Denis Leary, Yaphet Kotto",Bill Bennett,"Two if by Sea (1996) Comedy Romance Sandra_Bullock Denis_Leary Yaphet_Kotto Bill_Bennett Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",two sea 1996 comedy romance sandra_bullock denis_leary yaphet_kotto bill_bennett frank brien petty thief year long girlfriend roz want put end unsteady lifestyle last job involves stealing valuable painting frank take roz island coast new england want sell painting also hope sagging relationship get positive push back everything go planned
65,Bio-Dome (1996),Comedy,65.0,1/12/1996,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",1.7332,4.5,381.0,9536.0,"Pauly Shore, Stephen Baldwin, William Atherton",Jason Bloom,"Bio-Dome (1996) Comedy Pauly_Shore Stephen_Baldwin William_Atherton Jason_Bloom Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",bio dome 1996 comedy pauly_shore stephen_baldwin william_atherton jason_bloom moronic best friend get locked inside bio dome science experiment along group environmental scientist one year
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,66.0,1/12/1996,"After being rescued from the ruins of Virtual Space Industries, Jobe is rebuilt and reconnected to virtual reality by corporate mogul Jonathan Walker. Years later, teenage hacker Peter Parkette helps Jobe locate Benjamin Trace, the original creator of virtual reality, only to uncover Jobes plan to launch a new world order using Walkers tech. Now, Peter, Trace, Cori, and a band of runaways must stop Jobe and Walker before they enslave humanity through cyberspace.",3.9398,3.3,161.0,11525.0,"Patrick Bergin, Matt Frewer, Austin O'Brien",Farhad Mann,"Lawnmower Man 2: Beyond Cyberspace (1996) Action Sci-Fi Thriller Patrick_Bergin Matt_Frewer Austin_O'Brien Farhad_Mann After being rescued from the ruins of Virtual Space Industries, Jobe is rebuilt and reconnected to virtual reality by corporate mogul Jonathan Walker. Years later, teenage hacker Peter Parkette helps Jobe locate Benjamin Trace, the original creator of virtual reality, only to uncover Jobes plan to launch a new world order using Walkers tech. Now, Peter, Trace, Cori, and a band of runaways must stop Jobe and Walker before they enslave humanity through cyberspace.",lawnmower man beyond cyberspace 1996 action sci thriller patrick_bergin matt_frewer austin_o brien farhad_mann rescued ruin virtual space industry jobe rebuilt reconnected virtual reality corporate mogul jonathan walker year later teenage hacker peter parkette help jobe locate benjamin trace original creator virtual reality uncover jobe plan launch new world order using walker tech peter trace cori band runaway must stop jobe walker enslave humanity cyberspace
68,French Twist (Gazon maudit) (1995),Comedy|Romance,68.0,1/18/1995,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",2.2192,6.1,313.0,4482.0,"Victoria Abril, Josiane Balasko, Alain Chabat",Josiane Balasko,"French Twist (Gazon maudit) (1995) Comedy Romance Victoria_Abril Josiane_Balasko Alain_Chabat Josiane_Balasko After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",french twist gazon maudit 1995 comedy romance victoria_abril josiane_balasko alain_chabat josiane_balasko learning husband infidelity housewife invite itinerant lesbian move none life ever
69,Friday (1995),Comedy,69.0,4/26/1995,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",5.8223,7.1,1907.0,10634.0,"Ice Cube, Chris Tucker, Nia Long",F. Gary Gray,"Friday (1995) Comedy Ice_Cube Chris_Tucker Nia_Long F._Gary_Gray Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",friday 1995 comedy ice_cube chris_tucker nia_long _gary_gray craig smokey two guy los angeles hanging porch friday afternoon smoking drinking looking something
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,70.0,1/19/1996,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",9.9315,7.027,6175.0,755.0,"George Clooney, Quentin Tarantino, Harvey Keitel",Robert Rodriguez,"From Dusk Till Dawn (1996) Action Comedy Horror Thriller George_Clooney Quentin_Tarantino Harvey_Keitel Robert_Rodriguez After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",dusk till dawn 1996 action comedy horror thriller george_clooney quentin_tarantino harvey_keitel robert_rodriguez kidnapping father two kid gecko brother head south seedy mexican bar hide safety unaware notorious vampire clientele
71,Fair Game (1995),Action,71.0,11/3/1995,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",2.2816,5.1,315.0,11859.0,"William Baldwin, Cindy Crawford, Steven Berkoff",Andrew Sipes,"Fair Game (1995) Action William_Baldwin Cindy_Crawford Steven_Berkoff Andrew_Sipes Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",fair game 1995 action william_baldwin cindy_crawford steven_berkoff andrew_sipes max kirkpatrick cop protects kate mcquean civil law attorney renegade kgb team terminate
72,Kicking and Screaming (1995),Comedy|Drama,72.0,10/6/1995,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",1.9974,6.171,222.0,28387.0,"Josh Hamilton, Olivia d'Abo, Chris Eigeman",Noah Baumbach,"Kicking and Screaming (1995) Comedy Drama Josh_Hamilton Olivia_d'Abo Chris_Eigeman Noah_Baumbach After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",kicking screaming 1995 comedy drama josh_hamilton olivia_d abo chris_eigeman noah_baumbach college graduation grover girlfriend jane tell moving prague study writing grover decline accompany deciding instead move several friend quite work inertia escape university pull nobody want make big decision would radically alter life yet none want end like chet professional student tends bar tenth year university study
73,"Misérables, Les (1995)",Drama|War,73.0,12/27/1978,"In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",3.3156,7.132,34.0,4479.0,"Richard Jordan, Anthony Perkins, Cyril Cusack",Glenn Jordan,"Misérables, Les (1995) Drama War Richard_Jordan Anthony_Perkins Cyril_Cusack Glenn_Jordan In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",mi rables le 1995 drama war richard_jordan anthony_perkins cyril_cusack glenn_jordan 19th century france jean valjean man imprisoned stealing bread must flee relentless policeman named javert pursuit consumes men life soon valjean find midst student revolution france
73,"Misérables, Les (1995)",Drama|War,73.0,12/27/1978,"In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",3.3156,7.132,34.0,4479.0,"Richard Jordan, Anthony Perkins, Cyril Cusack",Glenn Jordan,"Misérables, Les (1995) Drama War Richard_Jordan Anthony_Perkins Cyril_Cusack Glenn_Jordan In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",mi rables le 1995 drama war richard_jordan anthony_perkins cyril_cusack glenn_jordan 19th century france jean valjean man imprisoned stealing bread must flee relentless policeman named javert pursuit consumes men life soon valjean find midst student revolution france
74,Bed of Roses (1996),Drama|Romance,74.0,1/26/1996,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",1.1742,5.86,118.0,20927.0,"Christian Slater, Mary Stuart Masterson, Pamela Adlon",Michael Goldenberg,"Bed of Roses (1996) Drama Romance Christian_Slater Mary_Stuart_Masterson Pamela_Adlon Michael_Goldenberg The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",bed rose 1996 drama romance christian_slater mary_stuart_masterson pamela_adlon michael_goldenberg seed love planted lisa high powered investment banker receives flower secret admirer fairy tale fantasy clash workaholic way soon find sometimes harder seems love conquer
75,Big Bully (1996),Comedy|Drama,75.0,1/26/1996,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",1.0748,4.5,75.0,36929.0,"Rick Moranis, Tom Arnold, Julianne Phillips",Steve Miner,"Big Bully (1996) Comedy Drama Rick_Moranis Tom_Arnold Julianne_Phillips Steve_Miner A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",big bully 1996 comedy drama rick_moranis tom_arnold julianne_phillips steve_miner writer return hometown face childhood nemesis whose life ultimately ruined bully want relive painful past torturing
76,Screamers (1995),Action|Sci-Fi|Thriller,76.0,12/8/2006,Internationally known director Carla Garapedian follows the rock band System of a Down as they tour Europe and the US pointing out the horrors of modern genocide that began in Armenia in 1915 up though Darfur today.,0.4903,4.2,5.0,45057.0,"Hrant Dink, John Dolmayan, Sibel Edmonds",Carla Garapedian,Screamers (1995) Action Sci-Fi Thriller Hrant_Dink John_Dolmayan Sibel_Edmonds Carla_Garapedian Internationally known director Carla Garapedian follows the rock band System of a Down as they tour Europe and the US pointing out the horrors of modern genocide that began in Armenia in 1915 up though Darfur today.,screamer 1995 action sci thriller hrant_dink john_dolmayan sibel_edmonds carla_garapedian internationally known director carla garapedian follows rock band system tour europe pointing horror modern genocide began armenia 1915 though darfur today
77,Nico Icon (1995),Documentary,77.0,9/8/1995,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",0.94,7.5,10.0,124626.0,"Nico, Tina Aumont, Christian Aaron Boulogne",Susanne Ofteringer,"Nico Icon (1995) Documentary Nico Tina_Aumont Christian_Aaron_Boulogne Susanne_Ofteringer A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",nico icon 1995 documentary nico tina_aumont christian_aaron_boulogne susanne_ofteringer look many life christa ffgen otherwise known nico cutie german dchen first supermodel glamorous diva velvet underground cult item junkie hag many face woman realize bring care enough live
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,78.0,9/3/1975,"Based on the idea by Roland Topor (screenwriter of Roman Polanski's The Tenant), this very curious completely silent melodrama tells the story of Mona, who has left her father, the railway gatekeeper, after being raped on the train track. She is kidnapped and taken to a Parisian whorehouse. However, a disinherited prince, Dudu who tries to rescue her, is himself kidnapped and forced to serve as a male prostitute. The two captives meet there and fall in love. They are taken away by different rich people - he to an Arab ""harem,"" she to a surgeon's home.",0.7029,0.0,0.0,328753.0,"Mona Heftre, Michel Dussarat, Annick Berger",Jérôme Savary,"Crossing Guard, The (1995) Action Crime Drama Thriller Mona_Heftre Michel_Dussarat Annick_Berger Jérôme_Savary Based on the idea by Roland Topor (screenwriter of Roman Polanski's The Tenant), this very curious completely silent melodrama tells the story of Mona, who has left her father, the railway gatekeeper, after being raped on the train track. She is kidnapped and taken to a Parisian whorehouse. However, a disinherited prince, Dudu who tries to rescue her, is himself kidnapped and forced to serve as a male prostitute. The two captives meet there and fall in love. They are taken away by different rich people - he to an Arab ""harem,"" she to a surgeon's home.",crossing guard 1995 action crime drama thriller mona_heftre michel_dussarat annick_berger me_savary based idea roland topor screenwriter roman polanski tenant curious completely silent melodrama tell story mona left father railway gatekeeper raped train track kidnapped taken parisian whorehouse however disinherited prince dudu try rescue kidnapped forced serve male prostitute two captive meet fall love taken away different rich people arab harem surgeon home
79,"Juror, The (1996)",Drama|Thriller,79.0,4/18/1962,"In a moment of madness a middle-aged, married and respectable pharmacist kills a young woman who is sun-bathing by a lake. Unable to take in what he has done, he flees from the scene of the crime and behaves as if nothing has happened. Eventually her boyfriend is charged with the crime and, in a strange twist of fate, the killer finds himself serving on the jury.",0.4207,6.877,61.0,21070.0,"Bernard Blier, Maurice Biraud, Francis Blanche",Georges Lautner,"Juror, The (1996) Drama Thriller Bernard_Blier Maurice_Biraud Francis_Blanche Georges_Lautner In a moment of madness a middle-aged, married and respectable pharmacist kills a young woman who is sun-bathing by a lake. Unable to take in what he has done, he flees from the scene of the crime and behaves as if nothing has happened. Eventually her boyfriend is charged with the crime and, in a strange twist of fate, the killer finds himself serving on the jury.",juror 1996 drama thriller bernard_blier maurice_biraud francis_blanche georges_lautner moment madness middle aged married respectable pharmacist kill young woman sun bathing lake unable take done flees scene crime behaves nothing happened eventually boyfriend charged crime strange twist fate killer find serving jury
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,80.0,1/2/1995,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,0.9587,7.4,97.0,46785.0,"Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadr Orafaee",Jafar Panahi,"White Balloon, The (Badkonake sefid) (1995) Children Drama Aida_Mohammadkhani Mohsen_Kafili Fereshteh_Sadr_Orafaee Jafar_Panahi Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.",white balloon badkonake sefid 1995 child drama aida_mohammadkhani mohsen_kafili fereshteh_sadr_orafaee jafar_panahi several people try take advantage little girl innocence hustle money mom gave buy goldfish
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,81.0,12/1/1995,Five different criminals face imminent death after botching a job quite badly.,1.3413,6.436,401.0,400.0,"Andy García, Christopher Lloyd, William Forsythe",Gary Fleder,Things to Do in Denver When You're Dead (1995) Crime Drama Romance Andy_García Christopher_Lloyd William_Forsythe Gary_Fleder Five different criminals face imminent death after botching a job quite badly.,thing denver dead 1995 crime drama romance andy_garc christopher_lloyd william_forsythe gary_fleder five different criminal face imminent death botching job quite badly
82,Antonia's Line (Antonia) (1995),Comedy|Drama,82.0,9/21/1995,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",0.9697,7.034,131.0,880.0,"Willeke van Ammelrooy, Els Dottermans, Dora van der Groen",Marleen Gorris,"Antonia's Line (Antonia) (1995) Comedy Drama Willeke_van_Ammelrooy Els_Dottermans Dora_van_der_Groen Marleen_Gorris After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",antonia line antonia 1995 comedy drama willeke_van_ammelrooy els_dottermans dora_van_der_groen marleen_gorris world war antonia daughter danielle back dutch hometown antonia late mother bestowed small farm upon antonia settle join tightly knit unusual community around include quirky friend crooked finger would suitor ba eventually antonia granddaughter great granddaughter help create strong family empowered woman
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,83.0,1/26/1996,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,0.9028,4.2,4.0,146599.0,"Al Freeman Jr., Phylicia Rashad, Paula Kelly",Tim Reid,Once Upon a Time... When We Were Colored (1995) Drama Romance Al_Freeman_Jr. Phylicia_Rashad Paula_Kelly Tim_Reid A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,upon time colored 1995 drama romance al_freeman_jr phylicia_rashad paula_kelly tim_reid narrator tell story childhood year tightly knit afro american community deep south racial segregation
85,Angels and Insects (1995),Drama|Romance,85.0,9/10/1995,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",1.7462,6.26,52.0,8447.0,"Mark Rylance, Kristin Scott Thomas, Patsy Kensit",Philip Haas,"Angels and Insects (1995) Drama Romance Mark_Rylance Kristin_Scott_Thomas Patsy_Kensit Philip_Haas In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",angel insect 1995 drama romance mark_rylance kristin_scott_thomas patsy_kensit philip_haas victorian england wealthy patriarch sir harald alabaster invite impoverished biologist william adamson home william try continue work distracted alabaster seductive daughter eugenia william eugenia begin torrid romance couple become closer young scientist begin realize dark disturbing thing happening behind closed door alabaster manor
86,White Squall (1996),Action|Adventure|Drama,86.0,2/2/1996,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",1.5791,6.29,378.0,10534.0,"Jeff Bridges, Caroline Goodall, John Savage",Ridley Scott,"White Squall (1996) Action Adventure Drama Jeff_Bridges Caroline_Goodall John_Savage Ridley_Scott In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",white squall 1996 action adventure drama jeff_bridges caroline_goodall john_savage ridley_scott 1960 hardy group prep school student board old fashioned sailing ship capt christopher sheldon helm oceangoing voyage intended teach boy fortitude discipline youthful crew get unexpected instruction survival get caught clutch white squall storm
87,Dunston Checks In (1996),Children|Comedy,87.0,1/12/1996,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",1.5132,5.374,235.0,17414.0,"Sam the Orangutan, Jason Alexander, Faye Dunaway",Ken Kwapis,"Dunston Checks In (1996) Children Comedy Sam_the_Orangutan Jason_Alexander Faye_Dunaway Ken_Kwapis Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",dunston check 1996 child comedy sam_the_orangutan jason_alexander faye_dunaway ken_kwapis hotel manager robert grant forced bos postpone family vacation hotel critic check trouble critic really villainous jewel thief orangutan assistant named dunston dunston get loose try escape life crime aided robert son havoc hijinks lot laugh abound
